event_id,tournament_title,event_date,purse,city,Yards,par,golf_course,start_date,end_date,is_major,latitude,longitude
688,Barclays Singapore Open,"Oct 29 - November 1, 2009",,Sentosa Golf Club,7300.0,71.0,,2009-10-29,2009-11-01,0.0,1.2438666999999999,103.82941315149239
689,HSBC Champions,"November 5 - 8, 2009",7000000.0,"Shanghai, China",7199.0,72.0,Sheshan International GC,2009-11-05,2009-11-08,0.0,31.2312707,121.4700152
690,UBS Hong Kong Open,"November 12 - 15, 2009",,Hong Kong GC,6700.0,70.0,,2009-11-12,2009-11-15,0.0,22.2793278,114.1628131
691,THE DUBAI WORLD CHAMPIONSHIP,"November 19 - 22, 2009",,Earth Course,7675.0,72.0,,2009-11-19,2009-11-22,0.0,40.79214210000001,-77.8708641917546
692,The Ginn Championship at Hammock Beach,"April 3, 1999",2500000.0,Ocean Course,7201.0,72.0,,,,0.0,37.05661275,-8.06530828274743
695,Alfred Dunhill Championship,"December 10 - 13, 2009",,Leopard Creek GC,7249.0,72.0,,2009-12-10,2009-12-13,0.0,-25.44819925,31.53120128144274
696,South African Open,"December 17 - 20, 2009",,Pearl Valley,7319.0,72.0,,2009-12-17,2009-12-20,0.0,32.73157197226703,-96.5721284959804
697,Joburg Open,"January 14 - 17, 2010",,,7156.0,71.0,,2010-01-14,2010-01-17,0.0,,
698,African Open,"January 7 - 10, 2010",,East London Golf Club,6770.0,73.0,,2010-01-07,2010-01-10,0.0,,
700,JBWere Masters,"November 12 - 15, 2009",,Kingston Heath Golf Club,7059.0,72.0,,2009-11-12,2009-11-15,,-37.958546049999995,145.08755238591954
701,Mitsubishi Electric Championship at Hualalai,"January 22 - 24, 2010",1800000.0,"Kailua Kona, HI",7260.0,72.0,Hualalai Resort Golf Club,2010-01-22,2010-01-24,0.0,19.641941,-155.996933
702,The ACE Group Classic,"February 12 - 14, 2010",1600000.0,The Quarry Golf Course,7094.0,72.0,,2010-02-12,2010-02-14,0.0,53.62089145,-113.32834480023081
703,Allianz Championship,"February 19 - 21, 2010",1700000.0,"Boca Raton, FL",6807.0,72.0,The Old Course at Broken Sound Club,2010-02-19,2010-02-21,0.0,26.3586885,-80.0830984
704,Toshiba Classic,"March 5 - 7, 2010",1700000.0,"Newport Beach, CA",6584.0,71.0,Newport Beach Country Club,2010-03-05,2010-03-07,0.0,33.6170092,-117.9294401
705,The Cap Cana Championship,"March 26 - 28, 2010",1600000.0,"Santo Domingo, Dominican Republic",7260.0,72.0,Jack Nicklaus Course (Dominican Republic),2010-03-26,2010-03-28,0.0,18.4801972,-69.942111
707,Liberty Mutual Legends of Golf,"April 23 - 25, 2010",2700000.0,"Savannah, GA",7087.0,72.0,Savannah Harbor Golf Resort,2010-04-23,2010-04-25,0.0,32.0790074,-81.0921335
708,Mississippi Gulf Resort Classic,"Apr 30 - May 2, 2010",1600000.0,,7054.0,72.0,,2010-04-30,2010-05-02,0.0,,
709,Regions Charity Classic,"May 14 - 16, 2010",1700000.0,"Mobile, AL",7525.0,72.0,Robert Trent Jones at Ross Bridge,2010-05-14,2010-05-16,0.0,30.6913462,-88.0437509
710,Senior PGA Championship,"May 27 - 30, 2010",2000000.0,Colorado Golf Club,7490.0,72.0,,2010-05-27,2010-05-30,,39.47591145,-104.74626997527602
